Log file open, 02/13/23 10:12:01
[2023.02.13-09.14.51:755][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Panels_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Concrete_Panels_N.uasset"
[2023.02.13-09.14.52:184][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Poured_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Concrete_Poured_D.uasset"
[2023.02.13-09.14.52:435][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Poured_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Concrete_Poured_N.uasset"
[2023.02.13-09.14.52:659][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset"
[2023.02.13-09.14.52:759][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset"
[2023.02.13-09.14.52:925][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Concrete_Tiles_N.uasset"
[2023.02.13-09.14.52:934][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_Variation_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Concrete_Tiles_Variation_M.uasset"
[2023.02.13-09.14.52:992][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Detail_Rocky_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Detail_Rocky_N.uasset"
[2023.02.13-09.14.53:017][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Door_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Door_M.uasset"
[2023.02.13-09.14.53:056][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Door_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Door_N.uasset"
[2023.02.13-09.14.53:084][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Dust_Particle_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Dust_Particle_D.uasset"
[2023.02.13-09.14.53:212][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Explosion_SubUV.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Explosion_SubUV.uasset"
[2023.02.13-09.14.53:233][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Fire_SubUV.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Fire_SubUV.uasset"
[2023.02.13-09.14.53:306][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Fire_Tiled_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Fire_Tiled_D.uasset"
[2023.02.13-09.14.53:319][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Frame_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Frame_M.uasset"
[2023.02.13-09.14.53:346][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Frame_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Frame_N.uasset"
[2023.02.13-09.14.53:357][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Gradinet_01.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Gradinet_01.uasset"
[2023.02.13-09.14.53:662][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ground_Grass_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Ground_Grass_D.uasset"
[2023.02.13-09.14.54:898][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ground_Grass_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Ground_Grass_N.uasset"
[2023.02.13-09.14.55:199][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ground_Gravel_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Ground_Gravel_D.uasset"
[2023.02.13-09.14.55:492][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ground_Gravel_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Ground_Gravel_N.uasset"
[2023.02.13-09.14.55:753][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_ground_Moss_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_ground_Moss_D.uasset"
[2023.02.13-09.14.55:864][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ground_Moss_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Ground_Moss_N.uasset"
[2023.02.13-09.14.55:887][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Lamp_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Lamp_M.uasset"
[2023.02.13-09.14.55:926][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting.umap" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Maps/Advanced_Lighting.umap"
[2023.02.13-09.14.55:978][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset"
[2023.02.13-09.14.56:005][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default.umap" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Maps/Minimal_Default.umap"
[2023.02.13-09.14.56:070][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset"
[2023.02.13-09.14.56:113][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap.umap" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Maps/StarterMap.umap"
[2023.02.13-09.14.56:533][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap_BuiltData.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Maps/StarterMap_BuiltData.uasset"
[2023.02.13-09.14.56:596][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Lamp_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Lamp_N.uasset"
[2023.02.13-09.14.56:815][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_MacroVariation.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_MacroVariation.uasset"
[2023.02.13-09.14.57:155][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Aluminum_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Metal_Aluminum_D.uasset"
[2023.02.13-09.14.57:407][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Copper_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Metal_Copper_D.uasset"
[2023.02.13-09.14.57:760][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Gold_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Metal_Gold_D.uasset"
[2023.02.13-09.14.57:909][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Gold_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Metal_Gold_N.uasset"
[2023.02.13-09.14.58:261][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Rust_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Metal_Rust_D.uasset"
[2023.02.13-09.14.58:471][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Rust_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Metal_Rust_N.uasset"
[2023.02.13-09.14.58:550][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Steel_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Metal_Steel_D.uasset"
[2023.02.13-09.14.58:645][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Steel_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Metal_Steel_N.uasset"
[2023.02.13-09.14.58:827][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Perlin_Noise_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Perlin_Noise_M.uasset"
[2023.02.13-09.14.58:920][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_RockMesh_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_RockMesh_M.uasset"
[2023.02.13-09.14.59:053][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_RockMesh_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_RockMesh_N.uasset"
[2023.02.13-09.14.59:336][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Basalt_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Rock_Basalt_D.uasset"
[2023.02.13-09.14.59:531][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Basalt_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Rock_Basalt_N.uasset"
[2023.02.13-09.14.59:644][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Marble_Polished_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Rock_Marble_Polished_D.uasset"
[2023.02.13-09.14.59:826][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Sandstone_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Rock_Sandstone_D.uasset"
[2023.02.13-09.14.59:934][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Sandstone_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Rock_Sandstone_N.uasset"
[2023.02.13-09.15.00:284][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Slate_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Rock_Slate_D.uasset"
[2023.02.13-09.15.00:524][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Slate_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Rock_Slate_N.uasset"
[2023.02.13-09.15.00:670][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Smooth_Granite_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Rock_Smooth_Granite_D.uasset"
[2023.02.13-09.15.00:724][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Shelf_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Shelf_M.uasset"
[2023.02.13-09.15.00:782][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Shelf_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Shelf_N.uasset"
[2023.02.13-09.15.00:818][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Single_Tile_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Single_Tile_N.uasset"
[2023.02.13-09.15.00:871][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Smoke_SubUV.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Smoke_SubUV.uasset"
[2023.02.13-09.15.00:886][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Smoke_Tiled_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Smoke_Tiled_D.uasset"
[2023.02.13-09.15.00:905][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Spark_Core.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Spark_Core.uasset"
[2023.02.13-09.15.00:959][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Statue_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Statue_M.uasset"
[2023.02.13-09.15.01:022][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Statue_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Statue_N.uasset"
[2023.02.13-09.15.01:942][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_TableRound_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_TableRound_M.uasset"
[2023.02.13-09.15.01:966][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_TableRound_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_TableRound_N.uasset"
[2023.02.13-09.15.01:979][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Dot_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Tech_Dot_M.uasset"
[2023.02.13-09.15.02:256][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Dot_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Tech_Dot_N.uasset"
[2023.02.13-09.15.02:358][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Hex_Tile_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Tech_Hex_Tile_M.uasset"
[2023.02.13-09.15.02:466][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Hex_Tile_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Tech_Hex_Tile_N.uasset"
[2023.02.13-09.15.02:482][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Panel_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Tech_Panel_M.uasset"
[2023.02.13-09.15.02:547][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Panel_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Tech_Panel_N.uasset"
[2023.02.13-09.15.02:861][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Water_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Water_M.uasset"
[2023.02.13-09.15.02:969][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Water_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Water_N.uasset"
[2023.02.13-09.15.03:089][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Floor_Walnut_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Wood_Floor_Walnut_D.uasset"
[2023.02.13-09.15.03:165][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Floor_Walnut_M.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Wood_Floor_Walnut_M.uasset"
[2023.02.13-09.15.03:278][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Floor_Walnut_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Wood_Floor_Walnut_N.uasset"
[2023.02.13-09.15.03:662][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Oak_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Wood_Oak_D.uasset"
[2023.02.13-09.15.03:936][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Oak_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Wood_Oak_N.uasset"
[2023.02.13-09.15.04:226][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Pine_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Wood_Pine_D.uasset"
[2023.02.13-09.15.04:313][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Pine_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Wood_Pine_N.uasset"
[2023.02.13-09.15.04:517][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Walnut_D.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Wood_Walnut_D.uasset"
[2023.02.13-09.15.04:720][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Walnut_N.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Textures/T_Wood_Walnut_N.uasset"
[2023.02.13-09.15.04:752][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Burst.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Particles/Materials/M_Burst.uasset"
[2023.02.13-09.15.04:960][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset"
[2023.02.13-09.15.05:025][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset"
[2023.02.13-09.15.05:082][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset"
[2023.02.13-09.15.05:091][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/m_flare_01.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Particles/Materials/m_flare_01.uasset"
[2023.02.13-09.15.05:145][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset"
[2023.02.13-09.15.05:154][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset"
[2023.02.13-09.15.05:163][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset"
[2023.02.13-09.15.05:175][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset"
[2023.02.13-09.15.05:185][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Spark.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Particles/Materials/M_Spark.uasset"
[2023.02.13-09.15.05:197][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Bush.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Props/Materials/M_Bush.uasset"
[2023.02.13-09.15.05:206][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Chair.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Props/Materials/M_Chair.uasset"
[2023.02.13-09.15.05:281][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Door.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Props/Materials/M_Door.uasset"
[2023.02.13-09.15.05:347][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Frame.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Props/Materials/M_Frame.uasset"
[2023.02.13-09.15.05:401][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Lamp.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Props/Materials/M_Lamp.uasset"
[2023.02.13-09.15.05:434][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Rock.uasset" to "C:/Users/mathi/OneDrive/Documents/GitHub/UnrealTowerDefense/UnrealTD/Content/StarterContent/Props/Materials/M_Rock.uasset"
